Employee_ID,Attrition_rate
EID_22713,0.20156664912280686
EID_9658,0.3432889473684211
EID_22203,0.21505568421052634
EID_7652,0.18505657894736824
EID_6516,0.2314227969924811
EID_20283,0.13155635087719303
EID_21014,0.20459087719298255
EID_7693,0.21294110526315796
EID_13232,0.21608257894736851
EID_6515,0.2447038947368421
EID_13639,0.15786494736842108
EID_14669,0.19090236842105268
EID_16537,0.296988157894737
EID_5782,0.20570300000000005
EID_20157,0.2806857280701756
EID_1855,0.2765525526315788
EID_20748,0.2516290789473683
EID_23179,0.22106565789473678
EID_12838,0.18455126315789477
EID_21656,0.16579014035087714
EID_8844,0.2464981140350875
EID_1536,0.22665017543859658
EID_8822,0.23310421052631586
EID_11398,0.23547707894736838
EID_12965,0.18936836842105265
EID_5204,0.157424157894737
EID_10030,0.2804942280701756
EID_13227,0.26367736842105266
EID_20607,0.23671740350877177
EID_14070,0.15915100000000004
EID_3755,0.2173014561403507
EID_5459,0.2864824122807017
EID_7697,0.2007544298245614
EID_3935,0.2548205263157896
EID_19046,0.24256442105263162
EID_4040,0.18745845614035087
EID_17730,0.15630745614035088
EID_4995,0.19040021052631587
EID_24653,0.21595315789473685
EID_6978,0.19827319298245624
EID_13775,0.19607860150375947
EID_14608,0.23172175438596487
EID_3148,0.21444337719298245
EID_24868,0.23637673684210517
EID_5521,0.18657631578947365
EID_21155,0.19219045614035096
EID_3840,0.20756587719298253
EID_10646,0.23279764912280707
EID_6711,0.2145222807017543
EID_16247,0.15301128822055127
EID_16789,0.32730865538847115
EID_17967,0.1829184473684211
EID_13270,0.2902424561403508
EID_18462,0.15312280701754402
EID_22248,0.24775973684210523
EID_22693,0.19657868421052632
EID_25662,0.20679535087719297
EID_23346,0.18421236842105265
EID_4437,0.2697897807017544
EID_18108,0.2497925263157894
EID_7000,0.20032683333333343
EID_22770,0.3151935526315789
EID_7816,0.20911157894736834
EID_19615,0.16770397368421058
EID_23807,0.23594096491228086
EID_16764,0.22649828947368428
EID_16818,0.12772607894736848
EID_22712,0.17137596491228071
EID_18198,0.22538815789473693
EID_11154,0.24391810526315785
EID_22137,0.21104476315789475
EID_11655,0.1501987719298246
EID_18514,0.2471382456140351
EID_24742,0.254836798245614
EID_16019,0.17671736842105273
EID_7357,0.24467701754385973
EID_20106,0.21245000000000003
EID_13284,0.20038565789473692
EID_5451,0.20299842105263158
EID_19728,0.23161107142857146
EID_9178,0.21967857894736856
EID_13177,0.16998631578947374
EID_14300,0.17666543859649128
EID_4379,0.1808195614035089
EID_11285,0.21968657017543855
EID_14882,0.20818965789473692
EID_9969,0.1759966228070176
EID_23643,0.19325543859649122
EID_5935,0.21495594736842102
EID_7741,0.18567999999999998
EID_6176,0.2132988684210527
EID_5418,0.272485
EID_20626,0.2133150350877194
EID_1725,0.20010482456140344
EID_14317,0.23741189473684218
EID_12120,0.20088833333333325
EID_20264,0.17164377192982463
EID_16691,0.17240938596491212
EID_1093,0.15018140350877185
EID_2565,0.21704184210526312
EID_11463,0.17581140350877186
EID_12005,0.15903964912280705
EID_10326,0.19100768421052622
EID_12582,0.22138649122807022
EID_18228,0.18837004385964906
EID_11670,0.24577535087719304
EID_24257,0.1566751052631579
EID_7024,0.22971621052631577
EID_10382,0.20735950877192996
EID_20210,0.2050148947368421
EID_10294,0.19530583333333346
EID_19941,0.21266144736842107
EID_25572,0.1578920551378446
EID_7758,0.1712855263157895
EID_22718,0.19159236842105276
EID_1078,0.19372329824561402
EID_8227,0.1512338596491228
EID_1702,0.2141866666666669
EID_3532,0.22278881578947385
EID_22452,0.16673013157894737
EID_3019,0.17978499999999994
EID_22264,0.21766263157894733
EID_9866,0.2421857894736841
EID_3520,0.1947123684210525
EID_21098,0.22989267543859626
EID_1186,0.15427118421052644
EID_12355,0.1462861403508771
EID_11020,0.21299877192982447
EID_19193,0.15882163157894733
EID_17787,0.1345654824561403
EID_13719,0.1843695614035087
EID_24449,0.17555834210526308
EID_12957,0.20468661654135337
EID_24794,0.1902452192982455
EID_2866,0.205546052631579
EID_10563,0.1575806140350878
EID_22492,0.21401973684210512
EID_4106,0.2166047807017544
EID_6648,0.2647401052631578
EID_7209,0.2016540789473683
EID_9692,0.226275313283208
EID_22763,0.19437855263157888
EID_12622,0.18590171052631596
EID_9831,0.258124736842105
EID_5731,0.16589403508771935
EID_1114,0.189583157894737
EID_25017,0.1719219298245615
EID_22956,0.16571469298245628
EID_5549,0.27200929824561376
EID_12022,0.2152995175438597
EID_8034,0.18323714912280709
EID_20644,0.14287530701754392
EID_20125,0.21636221929824553
EID_21957,0.19705827192982459
EID_8870,0.1401059210526316
